datetime, X_EBA-US-IP, Y_EBA-US-IP,Z_EBA-US-IP,stdX_EBA-US-IP,stdY_EBA-US-IP,stdZ_EBA-US-IP,X_EBA-US-HO,Y_EBA-US-HO,Z_EBA-US-HO,stdX_EBA-US-HO,stdY_EBA-US-HO,stdZ_EBA-US-HO,X_EBA-USA-IP,Y_EBA-USA-IP,Z_EBA-USA-IP,stdX_EBA-USA-IP, stdY_EBA-USA-IP, stdZ_EBA-USA-IP,X_EBA-USA-HO,Y_EBA-USA-HO,Z_EBA-USA-HO, stdX_EBA-USA-HO, stdY_EBA-USA-HO, stdZ_EBA-USA-HO, X_EBA-US-HO-H,Y_EBA-US-HO-H,Z_EBA-US-HO-H, stdX_X_EBA-US-HO-H,stdY_X_EBA-US-HO-H, stdZ_X_EBA-US-HO-H,X_JDA-US-H,Y_JDA-US-H,Z_JDA-US-H,stdX_JDA-US-H, stdY_JDA-US-H, stdZ_JDA-US-H,X_CAM-LBC-US,Y_CAM-LBC-US,Z_CAM-LBC-US,stdX_CAM-LBC-US,stdY_CAM-LBC-US,stdZ_CAM-LBC-US,X_EBC-US-IP-H,Y_EBC-US-IP-H,Z_EBC-US-IP-H,stdX_EBC-US-IP-H,stdY_EBC-US-IP-H,stdZ_EBC-US-IP-H,X_EBA-USA-HO-H,Y_EBA-USA-HO-H,Z_EBA-USA-HO-H,stdX_EBA-USA-HO-H, stdY_EBA-USA-HO-H,stdZ_EBA-USA-HO-H,X_JDA-USA-H,Y_JDA-USA-H,Z_JDA-USA-H,stdX_JDA-USA-H,stdY_JDA-USA-H,stdZ_JDA-USA-H,X_CAM-LBC-USA,Y_CAM-LBC-USA,Z_CAM-LBC-USA,stdX_CAM-LBC-USA,stdY_CAM-LBC-USA,stdZ_CAM-LBC-USA,X_EBC-USA-IP-H, Y_EBC-USA-IP-H, Z_EBC-USA-IP-H,stdX_EBC-USA-IP-H,stdY_EBC-USA-IP-H, stdZ_EBC-USA-IP-H,X_EBC-US-HO-H,Y_EBC-US-HO-H,Z_EBC-US-HO-H,stdX_EBC-US-HO-H,stdY_EBC-US-HO-H,stdZ_EBC-US-HO-H,X_JDC-US-H,Y_JDC-US-H,Z_JDC-US-H,stdX_JDC-US-H,stdY_JDC-US-H,stdZ_JDC-US-H,X_CAM-LBA-US,Y_CAM-LBA-US,Z_CAM-LBA-US,stdX_CAM-LBA-US,stdY_CAM-LBA-US,stdZ_CAM-LBA-US,X_EBA-US-IP-H,Y_EBA-US-IP-H,Z_EBA-US-IP-H,stdX_EBA-US-IP-H,stdY_EBA-US-IP-H,stdZ_EBA-US-IP-H,X_EBC-USA-HO-H,Y_EBC-USA-HO-H,Z_EBC-USA-HO-H,stdX_EBC-USA-HO-H,stdY_EBC-USA-HO-H,stdZ_EBC-USA-HO-H,X_JDC-USA-H,Y_JDC-USA-H,Z_JDC-USA-H,stdX_JDC-USA-H,stdY_JDC-USA-H,stdZ_JDC-USA-H,X_CAM-LBA-USA,Y_CAM-LBA-USA,Z_CAM-LBA-USA,stdX_CAM-LBA-USA,stdY_CAM-LBA-USA,stdZ_CAM-LBA-USA,X_EBA-USA-IP-H,Y_EBA-USA-IP-H,Z_EBA-USA-IP-H,stdX_EBA-USA-IP-H,stdY_EBA-USA-IP-H,stdZ_EBA-USA-IP-H,X_EBC-US-IP,Y_EBC-US-IP,Z_EBC-US-IP,stdX_EBC-US-IP,stdY_EBC-US-IP,stdZ_EBC-US-IP,X_EBC-US-HO,Y_EBC-US-HO,Z_EBC-US-HO,stdX_EBC-US-HO,stdY_EBC-US-HO,stdZ_EBC-US-HO,X_EBC-USA-IP,Y_EBC-USA-IP,Z_EBC-USA-IP,stdX_EBC-USA-IP,stdY_EBC-USA-IP,stdZ_EBC-USA-IP,X_EBC-USA-HO,Y_EBC-USA-HO,Z_EBC-USA-HO,stdX_EBC-USA-HO,stdY_EBC-USA-HO,stdZ_EBC-USA-HO,X_JDA-US-IP,Y_JDA-US-IP,Z_JDA-US-IP,stdX_JDA-US-IP,stdY_JDA-US-IP,stdZ_JDA-US-IP,X_JDA-US-HO,Y_JDA-US-HO,Z_JDA-US-HO,stdX_JDA-US-HO,stdY_JDA-US-HO,stdZ_JDA-US-HO,X_JDA-USA-IP,Y_JDA-USA-IP,Z_JDA-USA-IP,stdX_JDA-USA-IP,stdY_JDA-USA-IP,stdZ_JDA-USA-IP,X_JDA-USA-HO,Y_JDA-USA-HO,Z_JDA-USA-HO,stdX_JDA-USA-HO,stdY_JDA-USA-HO,stdZ_JDA-USA-HO,X_JDC-US-IP,Y_JDC-US-IP,Z_JDC-US-IP,stdX_JDC-US-IP,stdY_JDC-US-IP,stdZ_JDC-US-IP,X_JDC-US-HO,Y_JDC-US-HO,Z_JDC-US-HO,stdX_JDC-US-HO,stdY_JDC-US-HO,stdZ_JDC-US-HO,X_JDC-USA-IP,Y_JDC-USA-IP,Z_JDC-USA-IP,stdX_JDC-USA-IP,stdY_JDC-USA-IP,stdZ_JDC-USA-IP,X_JDC-USA-HO,Y_JDC-USA-HO,Z_JDC-USA-HO,stdX_JDC-USA-HO,stdY_JDC-USA-HO,stdZ_JDC-USA-HO,X_ECTA-US-IP-T,Y_ECTA-US-IP-T,Z_ECTA-US-IP-T,stdX_ECTA-US-IP-T,stdY_ECTA-US-IP-T,stdZ_ECTA-US-IP-T,X_ECTA-US-IP,Y_ECTA-US-IP,Z_ECTA-US-IP,stdX_ECTA-US-IP,stdY_ECTA-US-IP,stdZ_ECTA-US-IP,X_ECTA-US-HO-T,Y_ECTA-US-HO-T,Z_ECTA-US-HO-T,stdX_ECTA-US-HO-T,stdY_ECTA-US-HO-T,stdZ_ECTA-US-HO-T,X_ECTA-US-HO,Y_ECTA-US-HO,Z_ECTA-US-HO,stdX_ECTA-US-HO,stdY_ECTA-US-HO,stdZ_ECTA-US-HO,X_ECTA-USA-IP-T,Y_ECTA-USA-IP-T,Z_ECTA-USA-IP-T,stdX_ECTA-USA-IP-T,stdY_ECTA-USA-IP-T,stdZ_ECTA-USA-IP-T,X_ECTA-USA-IP,Y_ECTA-USA-IP,Z_ECTA-USA-IP,stdX_ECTA-USA-IP,stdY_ECTA-USA-IP,stdZ_ECTA-USA-IP,X_ECTA-USA-HO-T,Y_ECTA-USA-HO-T,Z_ECTA-USA-HO-T,stdX_ECTA-USA-HO-T,stdY_ECTA-USA-HO-T,stdZ_ECTA-USA-HO-T,X_ECTA-USA-HO,Y_ECTA-USA-HO,Z_ECTA-USA-HO,stdX_ECTA-USA-HO,stdY_ECTA-USA-HO,stdZ_ECTA-USA-HO,X_ECTC-US-IP-T,Y_ECTC-US-IP-T,Z_ECTC-US-IP-T,stdX_ECTC-US-IP-T,stdY_ECTC-US-IP-T,stdZ_ECTC-US-IP-T,X_ECTC-US-IP,Y_ECTC-US-IP,Z_ECTC-US-IP,stdX_ECTC-US-IP,stdY_ECTC-US-IP,stdZ_ECTC-US-IP,X_ECTC-US-HO-T,Y_ECTC-US-HO-T,Z_ECTC-US-HO-T,stdX_ECTC-US-HO-T,stdY_ECTC-US-HO-T,stdZ_ECTC-US-HO-T,X_ECTC-US-HO,Y_ECTC-US-HO,Z_ECTC-US-HO,stdX_ECTC-US-HO,stdY_ECTC-US-HO,stdZ_ECTC-US-HO,X_ECTC-USA-IP-T,Y_ECTC-USA-IP-T,Z_ECTC-USA-IP-T,stdX_ECTC-USA-IP-T,stdY_ECTC-USA-IP-T,stdZ_ECTC-USA-IP-T,X_ECTC-USA-IP,Y_ECTC-USA-IP,Z_ECTC-USA-IP,stdX_ECTC-USA-IP,stdY_ECTC-USA-IP,stdZ_ECTC-USA-IP,X_ECTC-USA-HO-T,Y_ECTC-USA-HO-T,Z_ECTC-USA-HO-T,stdX_ECTC-USA-HO-T,stdY_ECTC-USA-HO-T,stdZ_ECTC-USA-HO-T,X_ECTC-USA-HO,Y_ECTC-USA-HO,Z_ECTC-USA-HO,stdX_ECTC-USA-HO,stdY_ECTC-USA-HO,stdZ_ECTC-USA-HO
mm/dd/yyyy hh:mm:ss,2.61338644,-4.19710159,3.79859734,0.00000257,0,0.00000292,2.61683435,-4.19702816,5.89797449,0.00000112,0,0.00000207,-2.59923778,-4.19662189,3.81208658,0.00000163,0,0.00000109,-2.61261678,-4.19702482,5.89857788,0.00000092,0,0.00000098,2.83557987,-3.69464631,6.48618612,0.00001032,0.0000043,0.00000019,2.82032261,-3.73045506,6.67530489,0.00000281,0.00001035,0,2.77961483,-3.81200957,-2.68907442,0.00000673,0.0000026,0.00000019,2.78540301,-3.78370094,-3.11732864,0.00000493,0.00000368,0,-2.86515826,-3.73426557,6.48601007,0.00000211,0.00000129,0,-2.87364453,-3.68081862,6.67471373,0.00000588,0.00000062,0.00000021,-2.75784767,-3.71799624,-2.71058559,0.00000564,0.00000153,0,-2.80530143,-3.69001275,-3.11714697,0.00003616,0.00000337,0.00000048,2.8384558,-3.76562583,-6.47920644,0.00023014,0.00338862,0.0000309,2.84565425,-3.68333876,-6.67484725,0.00000646,0.000002,0.00000021,2.80596238,-3.75218451,2.69821161,0.0038437,0.00252518,0.00000789,2.81466532,-3.66737419,3.12377119,0.02980924,0.01469285,0.00023985,-2.84796691,-3.6934908,-6.47909856,0.00000403,0.00000274,0.00000024,-2.82527256,-3.77022272,-6.67505884,0.0000066,0.00000115,0,-2.81458426,-3.74959809,2.68347168,0.00000977,0.00000332,0,-2.73522943,-3.65042621,3.12301266,0.00066585,0.00916492,0.00016001,2.60036671,-4.19776583,-3.82304049,0.00000145,0,0.00000338,2.60534793,-4.19702005,-5.89342666,0.00000094,0,0.00000098,-2.61123818,-4.19698238,-3.82694936,0.00000276,0,0.00000533,-2.6159417,-4.19702291,-5.89144766,0.00000169,0,0.00000123,2.58502281,-4.19496298,6.54842031,0.00000164,0,0.00000189,2.59419465,-4.13996553,6.94806683,0.00000268,0,0.00000198,-2.59761029,-4.19504881,6.53901482,0.00000078,0,0.00000089,-2.60415262,-4.13995743,6.94261062,0.00000359,0,0.00000356,2.59901029,-4.19500875,-6.54804325,0.00000057,0,0.00000131,2.60941011,-4.14002943,-6.93109286,0.00000146,0,0.00000277,-2.60529375,-4.19509506,-6.54078877,0.00000209,0,0.00000085,-2.59416252,-4.14012432,-6.9269557,0.00000229,0,0.00000236,3.58017129,3.84911644,8.0047121,0.00104641,0.00000249,0.00057643,3.52467287,-4.07057381,7.88561916,0.00000012,0,0.00000058,3.87833321,3.78757119,12.94196343,0.00002667,0.00000083,0.00000796,3.66467869,-3.92575365,12.88895154,0.0000022,0.0000001,0.00000079,-3.67430431,3.84890562,7.90353334,0.00002936,0.00000054,0.00002494,-3.53266424,-4.07044363,7.8959291,0.00000026,0,0.00000109,-3.86460149,3.78778672,12.94217229,0.00001826,0.00000041,0.00000734,-3.68555784,-3.9255594,12.89049554,0.00000169,0.00000012,0.00000319,3.67988431,3.84881514,-7.90364814,0.00002628,0.00000068,0.00004513,3.53239167,-4.07045329,-7.88248622,0.00000021,0.00000021,0.00000071,3.87187243,3.78766561,-12.94504142,0.00001349,0,0.00001418,3.67437506,-3.92559862,-12.89553452,0.0000036,0,0.00000178,-3.60870129,3.84962451,-7.89483702,0.00002545,0.00000052,0.00001297,-3.51836115,-4.07074332,-7.87696588,0.00000054,0.00000124,0.00008246,-3.87077385,3.78770494,-12.93761349,0.0000137,0,0.00002229,-3.67565733,-3.92561126,-12.89232755,0.00000209,0,0.00000297
mm/dd/yyyy hh:mm:ss,2.61468592,-4.1969882,3.83355546,0.00000288,0.00000019,0.00000378,2.61683178,-4.19702816,5.89797621,0.00000146,0,0.00000199,-2.61093593,-4.19700384,3.8356348,0.00000258,0,0.00000181,-2.61261544,-4.19702482,5.89857855,0.00000133,0,0.00000092,2.83560658,-3.69467387,6.4861865,0.00001058,0.00000707,0,2.82037001,-3.73047748,6.67530499,0.00000826,0.00001261,0.00000019,2.77949853,-3.81201434,-2.68907309,0.00001038,0.00000206,0,2.78530946,-3.78368373,-3.11732855,0.00000679,0.00000961,0.00000012,-2.86514392,-3.73425913,6.48601036,0.00001661,0.0000023,0.00000023,-2.88456697,-3.67245374,7.43188753,0.0000074,0.00000307,0.00000019,-2.75783973,-3.71799736,-2.71058559,0.00000355,0.00000285,0,-2.80525012,-3.69001265,-3.11714649,0.000011,0.00000392,0,2.83897119,-3.76594272,-6.47920055,0.00075628,0.00344844,0.00002542,2.84572701,-3.68335834,-6.67484694,0.00001015,0.00000205,0.00000023,2.80521336,-3.74532957,2.69819798,0.00339921,0.00553447,0.0000134,2.84496541,-3.68214097,3.12400966,0.00003117,0.00003995,0.00000077,-2.84796419,-3.69348817,-6.47909851,0.00000462,0.00000297,0.00000023,-2.82527285,-3.77022815,-6.67505856,0.00000255,0.00000244,0.00000023,-2.81457062,-3.74961338,2.68347168,0.00000384,0.00000273,0,-2.73741012,-3.72654805,3.12373714,0.00081104,0.04330733,0.00031121,2.60379062,-4.19700384,-3.82443218,0.00000078,0,0.00000141,2.60534663,-4.19702015,-5.89342604,0.00000103,0.00000019,0.00000169,-2.61123862,-4.19698238,-3.82694764,0.00000241,0,0.00000183,-2.61594062,-4.19702291,-5.89144716,0.00000079,0,0.00000063,2.58502212,-4.19496298,6.54842005,0.00000089,0,0.00000158,2.59419708,-4.13996553,6.94806566,0.00000172,0,0.00000395,-2.59760985,-4.19504881,6.53901548,0.00000094,0,0.0000018,-2.60415406,-4.13995743,6.94261456,0.00000765,0,0.00000412,2.59901195,-4.19500875,-6.54804373,0.00000046,0,0.00000154,2.60940685,-4.14002943,-6.93109217,0.00000256,0,0.00000228,-2.6052938,-4.19509497,-6.54079151,0.00000185,0.00000019,0.00000162,-2.5941617,-4.14012432,-6.92695913,0.00000329,0,0.00000529,3.52916441,3.84866071,8.10433636,0.00226065,0.00022004,0.01027791,3.51838632,-4.07065105,7.9007473,0.00000028,0,0.00000157,3.87611814,3.64745378,12.94170685,0.00001509,0,0.00000964,3.66468143,-3.92575359,12.88895531,0.00000157,0,0.00000204,-3.67431545,3.84890556,7.90353107,0.00002986,0.00000058,0.00001404,-3.5326642,-4.07044363,7.89592876,0.00000092,0,0.00000092,-3.86171856,3.64767818,12.94120045,0.00001579,0.00000046,0.00001945,-3.68520269,-3.92555637,12.89034595,0.00000068,0.0000001,0.00000222,3.67987018,3.8488152,-7.90362339,0.00005697,0.00000097,0.00003239,3.53239164,-4.07045364,-7.88248692,0.00000078,0,0.00000047,3.86975986,3.64754796,-12.94473147,0.00001255,0,0.0000175,3.67437637,-3.92559862,-12.89553308,0.00000164,0,0.00000238,-3.67384458,3.84925556,-7.90074456,0.0000194,0.00000041,0.00000613,-3.52980018,-4.07030463,-7.87798774,0.00000045,0.00000119,0.00008739,-3.86868405,3.647578,-12.9373982,0.00003668,0.00000079,0.0000306,-3.67565906,-3.92561126,-12.89232874,0.00000285,0,0.00000434
